lokasi,judul,deskripsi,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan,catatan
"Sulfat, Malang","DIJUAL Rumah Daerah Blimbing Dekat Dengan Kuliner Sulfat, RSIA Puri Bunda, Puskesmas Kendalkerep Sulfat, Superindo   Spesifikasi : Sertifikat : SHM...","DIJUAL Rumah Daerah Blimbing Dekat Dengan Kuliner Sulfat, RSIA Puri Bunda, Puskesmas Kendalkerep Sulfat, Superindo   Spesifikasi : Sertifikat : SHM...",1800000000.0,4.0,3.0,93.0,129.0,2025-12-17,Blimbing,Aman
"Klojen, Malang","DIJUAL Rumah dengan 2 Bangunan Bersebelahan Daerah Rampal Celaket Kondisi Sangat Tenang, Lokasi Strategis Tengah Kota Malang  Spesifikasi : Sertifi...","DIJUAL Rumah dengan 2 Bangunan Bersebelahan Daerah Rampal Celaket Kondisi Sangat Tenang, Lokasi Strategis Tengah Kota Malang  Spesifikasi : Sertifi...",2000000000.0,6.0,2.0,238.0,200.0,2025-12-17,Klojen,Aman
"Sawojajar, Malang","Dijual Rumah Kondisi sangat terawat di Selat Sunda Sawojajar. Dekat ke area bisnis Danau Toba, Ace Ahrdware, SPBU. Lokasi tenang. Cocok untuk rumah...","Dijual Rumah Kondisi sangat terawat di Selat Sunda Sawojajar. Dekat ke area bisnis Danau Toba, Ace Ahrdware, SPBU. Lokasi tenang. Cocok untuk rumah...",1200000000.0,4.0,2.0,142.0,110.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","DIJUAL Rumah Dekat Dengan Terminal Arjosari, Rumah Sakit Persada, Kantor Kejaksaan Negeri Malang, Kantor Imigrasi, Pengadilan Agama, Plaza Araya, L...","DIJUAL Rumah Dekat Dengan Terminal Arjosari, Rumah Sakit Persada, Kantor Kejaksaan Negeri Malang, Kantor Imigrasi, Pengadilan Agama, Plaza Araya, L...",3500000000.0,4.0,3.0,300.0,200.0,2025-12-17,Blimbing,Aman
"Klojen, Malang","DIJUAL Rumah Dekat Pasar Oro-oro, Indomaret, SMA Dempo, Santa Maria 2, Transmart, MOG   Spesifikasi : Sertifikat : SHM Luas Tanah : 164 m2 Luas Ban...","DIJUAL Rumah Dekat Pasar Oro-oro, Indomaret, SMA Dempo, Santa Maria 2, Transmart, MOG   Spesifikasi : Sertifikat : SHM Luas Tanah : 164 m2 Luas Ban...",3000000000.0,2.0,2.0,164.0,180.0,2025-12-17,Klojen,Aman
"Lowokwaru, Malang","DIJUAL Rumah Nyaamn dan Asri, Lingkungan Tenang Dekat Masjid, Kampus Polinema, Univ.Brawijaya, Selangkah Dengan Kawasan Ramai Dewandaru    Spesifik...","DIJUAL Rumah Nyaamn dan Asri, Lingkungan Tenang Dekat Masjid, Kampus Polinema, Univ.Brawijaya, Selangkah Dengan Kawasan Ramai Dewandaru    Spesifik...",5000000000.0,8.0,6.0,343.0,540.0,2025-12-17,Lowokwaru,Aman
"Lowokwaru, Malang","Segera, Wujudkan impian Anda memiliki Rumah impian keluarga bersama Green Orchid Residence - Cluster Paling Depan","Segera, Wujudkan impian Anda memiliki Rumah impian keluarga bersama Green Orchid Residence - Cluster Paling Depan",2040000000.0,4.0,4.0,126.0,144.0,2025-12-17,Lowokwaru,Aman
"Kedungkandang, Malang","Rumah Jual Daerah Bumiayu Dekat Pasar Gadang, Gor Ken Arok, Indogrosir, Samsat, Superindo    Spesifikasi : Sertifikat : SHM Luas Tanah : 112 m2 Lua...","Rumah Jual Daerah Bumiayu Dekat Pasar Gadang, Gor Ken Arok, Indogrosir, Samsat, Superindo    Spesifikasi : Sertifikat : SHM Luas Tanah : 112 m2 Lua...",550000000.0,2.0,1.0,112.0,50.0,2025-12-17,Kedungkandang,Aman
"Sukun, Malang","DIJUAL Rumah Dalam Perumahan One Gate System Kondisi Terawat Suasana Tenang dan Nyaman Dekat Stasiun Kota Lama, Pasar Gadang   Spesifikasi : Sertif...","DIJUAL Rumah Dalam Perumahan One Gate System Kondisi Terawat Suasana Tenang dan Nyaman Dekat Stasiun Kota Lama, Pasar Gadang   Spesifikasi : Sertif...",985000000.0,5.0,3.0,112.0,100.0,2025-12-17,Sukun,Aman
"Sawojajar, Malang","Rumah Jual Akses Bisa dari Jalan Raya Kerinci, Jalan Raya Bratan. Jalan Simpangan Mobil Dekat SMPN 21 Sawojajar, Pasar Madyopuro, STIBA, Velodrom, ...","Rumah Jual Akses Bisa dari Jalan Raya Kerinci, Jalan Raya Bratan. Jalan Simpangan Mobil Dekat SMPN 21 Sawojajar, Pasar Madyopuro, STIBA, Velodrom, ...",1350000000.0,4.0,2.0,112.0,88.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","Rumah Jual Dekat Dengan Terminal Arjosari, RS Persada, Kantor Kejaksaan, Kantor Imigrasi, Plaza Araya. Rumah Siap Huni  Spesifikasi : Sertifikat : ...","Rumah Jual Dekat Dengan Terminal Arjosari, RS Persada, Kantor Kejaksaan, Kantor Imigrasi, Plaza Araya. Rumah Siap Huni  Spesifikasi : Sertifikat : ...",1700000000.0,4.0,5.0,197.0,180.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","Dijual Rumah Full Furnished, View Bagus, Dekat Kampus UB,UMM,Polinema,Widyagama,ASIA, Dekat Kuliner Suhat dan Sudimoro Kota Malang  Spesifikasi ; S...","Dijual Rumah Full Furnished, View Bagus, Dekat Kampus UB,UMM,Polinema,Widyagama,ASIA, Dekat Kuliner Suhat dan Sudimoro Kota Malang  Spesifikasi ; S...",570000000.0,2.0,1.0,80.0,64.0,2025-12-17,Lowokwaru,Aman
"Blimbing, Malang","DIJUAL Rumah Kawasan Sulfat Lokasi Tenang Akses Mudah Tengah Kota Malang Dekat Ke Jalan Raya Sulfat, Kuliner Sulfat. Row Jalan Bisa 2 Mobil   Spesi...","DIJUAL Rumah Kawasan Sulfat Lokasi Tenang Akses Mudah Tengah Kota Malang Dekat Ke Jalan Raya Sulfat, Kuliner Sulfat. Row Jalan Bisa 2 Mobil   Spesi...",1100000000.0,4.0,1.0,117.0,135.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang",RUMAH PERMATA JINGGA FULL FURNISH DAN SIAP HUNI  Spesifikasi :  Luas Tanah : 105 Luas Bangunan : 105 Kamar Tidur : 2 Kamar Mandi : 2 Dimensi tanah ...,RUMAH PERMATA JINGGA FULL FURNISH DAN SIAP HUNI  Spesifikasi :  Luas Tanah : 105 Luas Bangunan : 105 Kamar Tidur : 2 Kamar Mandi : 2 Dimensi tanah ...,1850000000.0,2.0,2.0,105.0,105.0,2025-12-17,Lowokwaru,Aman
"Lowokwaru, Malang","DIJUAL Ruang Usaha Cafe Aktif Daerah Kuliner Sudimoro Akses Jalan Lebar Lokasi Strategis Ramai Area Parkir Luas Dekat Kampus UB, ASIA, Perumahan Pe...","DIJUAL Ruang Usaha Cafe Aktif Daerah Kuliner Sudimoro Akses Jalan Lebar Lokasi Strategis Ramai Area Parkir Luas Dekat Kampus UB, ASIA, Perumahan Pe...",3200000000.0,1.0,2.0,277.0,200.0,2025-12-17,Lowokwaru,Aman
"Araya, Malang","Spesifikasi Property :
 Luas Tanah : 300 m2
 Luas Bangunan : 200 m2
 Dimensi Tanah : 
 Legalitas : SHM
 Lantai : 1
 Kamar Tidur : 3 
 Kamar Mandi D...","Spesifikasi Property :
 Luas Tanah : 300 m2
 Luas Bangunan : 200 m2
 Dimensi Tanah : 
 Legalitas : SHM
 Lantai : 1
 Kamar Tidur : 3 
 Kamar Mandi D...",2900000000.0,4.0,3.0,300.0,200.0,2025-12-17,Blimbing,Aman
"Merjosari, Malang","Rumah DIJUAL Kondisi Bagus Terawat Masih Masuk Kota Malang. Dekat Perumahan Graha Dewata, VBT, Joyogrand. Dekat Cafe-Cafe Seperti Sontoloyo, Coklat...","Rumah DIJUAL Kondisi Bagus Terawat Masih Masuk Kota Malang. Dekat Perumahan Graha Dewata, VBT, Joyogrand. Dekat Cafe-Cafe Seperti Sontoloyo, Coklat...",520000000.0,3.0,1.0,68.0,48.0,2025-12-17,Lowokwaru,Aman
"Tlogomas, Malang","Rumah DIJUAL/DISEWAKAN Di Perum Riverside, Ada 5 Kamar Tidur, Akses Poros Malang - Surabaya, Dekat Pintu Tol Karanglo  Spesifikasi property : Legal...","Rumah DIJUAL/DISEWAKAN Di Perum Riverside, Ada 5 Kamar Tidur, Akses Poros Malang - Surabaya, Dekat Pintu Tol Karanglo  Spesifikasi property : Legal...",2500000000.0,6.0,3.0,300.0,280.0,2025-12-17,Lowokwaru,Aman
"Dieng, Malang","Rumah DIJUAL/DISEWAKAN model minimalis di perumahan yang nyaman Villa Dieng Residence, dekat Global School, UNMER, Univ Brawijaya, dekat ke Dieng &...","Rumah DIJUAL/DISEWAKAN model minimalis di perumahan yang nyaman Villa Dieng Residence, dekat Global School, UNMER, Univ Brawijaya, dekat ke Dieng &...",875000000.0,2.0,1.0,98.0,60.0,2025-12-17,Sukun,Aman
"Araya, Malang","Rumah Jual Sewa Taman Luas, Kondisi Siap Huni, Layout Istimewa, Lokasi Di Araya Blok Depan, Lokasi Favorit, Jalan Depan Sangat Lebar Spesifikasi pr...","Rumah Jual Sewa Taman Luas, Kondisi Siap Huni, Layout Istimewa, Lokasi Di Araya Blok Depan, Lokasi Favorit, Jalan Depan Sangat Lebar Spesifikasi pr...",5000000000.0,4.0,4.0,498.0,250.0,2025-12-17,Blimbing,Aman
"Araya, Malang",Rumah Dijual/Disewakan di Perum Araya  Spesifikasi properti : Legalitas : SHM Luas Tanah : 498 m2 Luas Bangunan : 250 m2 Kamar tidur : 3 Kamar mand...,Rumah Dijual/Disewakan di Perum Araya  Spesifikasi properti : Legalitas : SHM Luas Tanah : 498 m2 Luas Bangunan : 250 m2 Kamar tidur : 3 Kamar mand...,5000000000.0,4.0,4.0,498.0,250.0,2025-12-17,Blimbing,Aman
"Cemorokandang, Malang","Rumah DIJUAL di De Cassablanca Residence Tipe minimalis 2 lantai Dekat ke Pintu Tol, Kondisi Siap huni  Selling points: 1. perumahan yg dilengkapi ...","Rumah DIJUAL di De Cassablanca Residence Tipe minimalis 2 lantai Dekat ke Pintu Tol, Kondisi Siap huni  Selling points: 1. perumahan yg dilengkapi ...",700000000.0,3.0,1.0,90.0,60.0,2025-12-17,Klojen,Aman
"Bunulrejo, Malang","Rumah Dijual Bangunan 3 Lantai Dengan Struktur Dan Layout Yang Cocok Untuk Kantor/Tempat Tinggal, Ruangan-Ruangan Sangat Luas, Dekat Ke SMPN 20 & R...","Rumah Dijual Bangunan 3 Lantai Dengan Struktur Dan Layout Yang Cocok Untuk Kantor/Tempat Tinggal, Ruangan-Ruangan Sangat Luas, Dekat Ke SMPN 20 & R...",5250000000.0,8.0,10.0,247.0,600.0,2025-12-17,Blimbing,Aman
"Tlogomas, Malang","Rumah DIJUAL bangunan rumah kost 2 lantai lengkap dengan furnish di perum nyaman Bukit Cemara Tujuh, sangat dekat dengan kampus UMM, akses trategis...","Rumah DIJUAL bangunan rumah kost 2 lantai lengkap dengan furnish di perum nyaman Bukit Cemara Tujuh, sangat dekat dengan kampus UMM, akses trategis...",2500000000.0,8.0,4.0,234.0,125.0,2025-12-17,Lowokwaru,Ada kata 'kos/kost' di judul
"Araya, Malang","Spesifikasi Property :
 Luas Tanah : 300 m2
 Luas Bangunan : 200 m2
 Dimensi Tanah : 
 Legalitas : SHM
 Lantai : 1
 Kamar Tidur : 3 
 Kamar Mandi D...","Spesifikasi Property :
 Luas Tanah : 300 m2
 Luas Bangunan : 200 m2
 Dimensi Tanah : 
 Legalitas : SHM
 Lantai : 1
 Kamar Tidur : 3 
 Kamar Mandi D...",2900000000.0,4.0,3.0,300.0,200.0,2025-12-17,Blimbing,Aman
"Dieng, Malang",Dijual/Disewakan rumah dengan spesifikasi : Legalitas : SHM Luas tanah : 200 m2 Luas bangunan : 165 m2 bangunan lantai 2 Kamar tidur : 3  Kamar man...,Dijual/Disewakan rumah dengan spesifikasi : Legalitas : SHM Luas tanah : 200 m2 Luas bangunan : 165 m2 bangunan lantai 2 Kamar tidur : 3  Kamar man...,3000000000.0,4.0,3.0,165.0,200.0,2025-12-17,Sukun,Aman
"Klojen, Malang","Dijual Rumah Hitung Tanah di jalan Bromo,  Lokasi sangat strategis untuk usaha, Dekat dengan Ayam Goreng Prambanan, Harmoni Cafe, Gereja HKBP Malan...","Dijual Rumah Hitung Tanah di jalan Bromo,  Lokasi sangat strategis untuk usaha, Dekat dengan Ayam Goreng Prambanan, Harmoni Cafe, Gereja HKBP Malan...",12000000000.0,6.0,3.0,665.0,300.0,2025-12-17,Klojen,Aman
"Klojen, Malang","Dijual Rumah Kolonial Di Lokasi Strategis Gunung-Gunung, Dekat Berbagai Kegiatan Bisnis di Kota Malang, Cocok untuk kantor maupun rumah tinggal  Sp...","Dijual Rumah Kolonial Di Lokasi Strategis Gunung-Gunung, Dekat Berbagai Kegiatan Bisnis di Kota Malang, Cocok untuk kantor maupun rumah tinggal  Sp...",18000000000.0,7.0,4.0,984.0,400.0,2025-12-17,Klojen,Aman
"Buring, Malang","Rumah Baru DIJUAL Di CLuster The Peak Perumahan Citra Garden City Malang, Akses Dekat Ke Tol Malang, Gor Ken Arok & Kantor Dispenduk  Spesifikasi :...","Rumah Baru DIJUAL Di CLuster The Peak Perumahan Citra Garden City Malang, Akses Dekat Ke Tol Malang, Gor Ken Arok & Kantor Dispenduk  Spesifikasi :...",2800000000.0,5.0,3.0,216.0,200.0,2025-12-17,Kedungkandang,Aman
"Lowokwaru, Malang","DIJUAL Rumah Dalam Cluster Terbaik dengan Akses One Gate System, Terdapat Kolam Renang di dalm Perumahan tersebut, Dekat Soekarno Hatta Pusat Usaha...","DIJUAL Rumah Dalam Cluster Terbaik dengan Akses One Gate System, Terdapat Kolam Renang di dalm Perumahan tersebut, Dekat Soekarno Hatta Pusat Usaha...",5000000000.0,7.0,3.0,188.0,125.0,2025-12-17,Lowokwaru,Aman
"Sukun, Malang",Rumah DIJUAL di area Tidar  Spesifikasi: Legalitas : SHM Luas tanah : 139 m2 Luas bangunan : 60 m2 Bangunan 1 lantai Kamar tidur : 2 Kamar mandi : ...,Rumah DIJUAL di area Tidar  Spesifikasi: Legalitas : SHM Luas tanah : 139 m2 Luas bangunan : 60 m2 Bangunan 1 lantai Kamar tidur : 2 Kamar mandi : ...,1250000000.0,3.0,2.0,139.0,60.0,2025-12-17,Sukun,Aman
"Blimbing, Malang","DIJUAL Ruang Kantor 3 lantai di lokasi strategis tengah kota, ruangan luas Akses Mudah Cocok untuk Kantor dan Usaha Lainnya Kota Malang   Spesifika...","DIJUAL Ruang Kantor 3 lantai di lokasi strategis tengah kota, ruangan luas Akses Mudah Cocok untuk Kantor dan Usaha Lainnya Kota Malang   Spesifika...",7500000000.0,2.0,5.0,510.0,560.0,2025-12-17,Blimbing,Aman
"Sukun, Malang","DIJUAL Rumah Kondisi Terawat di Area Gunung-gunung, Lokasi Favorit, Jalan Lebar, Layout rumah sangat bagus, Dekat MCP, Cybermall, Univ Widyakarya, ...","DIJUAL Rumah Kondisi Terawat di Area Gunung-gunung, Lokasi Favorit, Jalan Lebar, Layout rumah sangat bagus, Dekat MCP, Cybermall, Univ Widyakarya, ...",4400000000.0,4.0,3.0,377.0,193.0,2025-12-17,Sukun,Aman
"Blimbing, Malang","JUAL Rumah Lokasi Sangat Strategis Berada di Kompleks Perum Padat, Dekat Kampus UB, UM, Polinema, Sekolah Hwa Ind dan Pasar Blimbing, Perkantoran, ...","JUAL Rumah Lokasi Sangat Strategis Berada di Kompleks Perum Padat, Dekat Kampus UB, UM, Polinema, Sekolah Hwa Ind dan Pasar Blimbing, Perkantoran, ...",1300000000.0,3.0,2.0,135.0,110.0,2025-12-17,Blimbing,Aman
"Klojen, Malang",Rumah DIJUAL di tengah kota Malang. Kecamatan Klojen  Spesifikasi: Luas tanah : 376 m2 Lebar : 20 m Luas Bangunan : 200 m2 Kamar tidur : 4 Kamar ma...,Rumah DIJUAL di tengah kota Malang. Kecamatan Klojen  Spesifikasi: Luas tanah : 376 m2 Lebar : 20 m Luas Bangunan : 200 m2 Kamar tidur : 4 Kamar ma...,2000000000.0,4.0,3.0,376.0,200.0,2025-12-17,Klojen,Aman
"Klojen, Malang","Rumah DIJUAL di Mentawai Spesifikasi : Legalitas : SHM Luas tanah : 177 m2 Dimensi : 8,5 x 20 luas bangunan : 250 m2 bangunan 2 lantai kamar tidur ...","Rumah DIJUAL di Mentawai Spesifikasi : Legalitas : SHM Luas tanah : 177 m2 Dimensi : 8,5 x 20 luas bangunan : 250 m2 bangunan 2 lantai kamar tidur ...",1750000000.0,4.0,2.0,177.0,250.0,2025-12-17,Klojen,Aman
"Blimbing, Malang","DIJUAL Rumah Tengah Kota Dekat Kampus ABM Tidak sampai 5 Menit, Pasar Blimbing, Sekolah Favorit Hwa Ind Kota Malang   Spesifikasi : Sertifikat : SH...","DIJUAL Rumah Tengah Kota Dekat Kampus ABM Tidak sampai 5 Menit, Pasar Blimbing, Sekolah Favorit Hwa Ind Kota Malang   Spesifikasi : Sertifikat : SH...",4500000000.0,8.0,3.0,360.0,215.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","Rumah DIJUAL terletak di tengah kota, sangat dekat ke Raya Borobudur, Raya Soekarno Hatta, Raya Malang-Gempol.   Spesifikasi : Legalitas : SHM Luas...","Rumah DIJUAL terletak di tengah kota, sangat dekat ke Raya Borobudur, Raya Soekarno Hatta, Raya Malang-Gempol.   Spesifikasi : Legalitas : SHM Luas...",2900000000.0,5.0,3.0,313.0,200.0,2025-12-17,Lowokwaru,Aman
"Kedungkandang, Malang","DIJUAL Rumah Dekat Exit Tol Madyopuro Dekat Dengan Vellodrom, SMKN 6 Malang, Univ Wisnuwardhana SMK Telkom, SMPN 22, UM Kampus 2 Kota Malang  Spesi...","DIJUAL Rumah Dekat Exit Tol Madyopuro Dekat Dengan Vellodrom, SMKN 6 Malang, Univ Wisnuwardhana SMK Telkom, SMPN 22, UM Kampus 2 Kota Malang  Spesi...",385000000.0,1.0,1.0,71.0,22.0,2025-12-17,Kedungkandang,Aman
"Blimbing, Malang",Turun Harga ‼️  Rumah Sangat Terawat Full Furnish di Cluster Golf Kota Araya Malang  Luas Tanah 360m2  Dimensi 15m x 24m Luas Bangunan 350m2 Ba...,Turun Harga ‼️  Rumah Sangat Terawat Full Furnish di Cluster Golf Kota Araya Malang  Luas Tanah 360m2  Dimensi 15m x 24m Luas Bangunan 350m2 Ba...,3800000000.0,4.0,4.0,360.0,350.0,2025-11-17,Blimbing,Aman
"Araya, Malang","Rumah Murah Siap Huni di PBI Araya, Blimbing Malang  Luas Tanah: 99 m² Luas Bangunan: 100 m² Bangunan: 2 lantai Kamar Tidur: 3 Kamar Mandi: 2 Lis...","Rumah Murah Siap Huni di PBI Araya, Blimbing Malang  Luas Tanah: 99 m² Luas Bangunan: 100 m² Bangunan: 2 lantai Kamar Tidur: 3 Kamar Mandi: 2 Lis...",950000000.0,3.0,2.0,99.0,100.0,2025-11-17,Blimbing,Aman
"Kedungkandang, Malang",Spesifikasi : Luas Tanah: 90m² Luas Bangunan: 42 m² Jumlah Kamar Tidur: 2 Jumlah Kamar Mandi: 1 Jumlah Lantai: 1  Listrik: 1300 Watt Air: artesis...,Spesifikasi : Luas Tanah: 90m² Luas Bangunan: 42 m² Jumlah Kamar Tidur: 2 Jumlah Kamar Mandi: 1 Jumlah Lantai: 1  Listrik: 1300 Watt Air: artesis...,1200000000.0,2.0,1.0,90.0,42.0,2025-11-17,Kedungkandang,Aman
"Kedungkandang, Malang","‼️ JUAL RUGI ‼️ ‼️ HARUS LAKU TAHUN INI‼️  DIJUAL MURAH Rumah Siap Huni di Riverfront, Kedungkandang, Malang  Luas tanah 84 m² (6x...","‼️ JUAL RUGI ‼️ ‼️ HARUS LAKU TAHUN INI‼️  DIJUAL MURAH Rumah Siap Huni di Riverfront, Kedungkandang, Malang  Luas tanah 84 m² (6x...",699000000.0,2.0,1.0,84.0,46.0,2025-11-17,Kedungkandang,Aman
"Tidar, Malang",Spesifikasi : Luas Tanah : 90 m2 Luas Bangunan : 52 m2 Dimensi : 6 x 15 Lantai : 1  Kamar Tidur : 2 Kamar Mandi : 1 Listrik : 2200 VA Legalitas : S...,Spesifikasi : Luas Tanah : 90 m2 Luas Bangunan : 52 m2 Dimensi : 6 x 15 Lantai : 1  Kamar Tidur : 2 Kamar Mandi : 1 Listrik : 2200 VA Legalitas : S...,1800000000.0,2.0,1.0,90.0,52.0,2025-11-17,Sukun,Aman
"Tidar, Malang","‼️TURUN HARGA ‼️  Dijual Rumah Di Tidar Bawah, Akses Dekat Ke Pusat Kota, Dekat Sekolah Kalam Kudus, Charis, STIKI, Lai Lai Swalayan. Bisa ...","‼️TURUN HARGA ‼️  Dijual Rumah Di Tidar Bawah, Akses Dekat Ke Pusat Kota, Dekat Sekolah Kalam Kudus, Charis, STIKI, Lai Lai Swalayan. Bisa ...",2500000000.0,5.0,3.0,300.0,250.0,2025-11-17,Sukun,Aman
"Kedungkandang, Malang",- Lokasi Kedungkandang - Lingkungan aman dan tenang - Siap huni  Tertarik? Atau mau tanya-tanya lebih lanjut? Hubungi 08570706xxxx !! (Semua listin...,- Lokasi Kedungkandang - Lingkungan aman dan tenang - Siap huni  Tertarik? Atau mau tanya-tanya lebih lanjut? Hubungi 08570706xxxx !! (Semua listin...,300000000.0,2.0,1.0,72.0,45.0,2025-11-17,Kedungkandang,Aman
"Lowokwaru, Malang",‼️RUMAH DEKAT SUHAT MALANG‼️  DIJUAL Rumah Rasa Villa Tengah Kota di Dekat Suhat Malang  Spesifikasi : LT : 72 m2 LB : 100 m2 KT : 3 KM : 2...,‼️RUMAH DEKAT SUHAT MALANG‼️  DIJUAL Rumah Rasa Villa Tengah Kota di Dekat Suhat Malang  Spesifikasi : LT : 72 m2 LB : 100 m2 KT : 3 KM : 2...,900000000.0,3.0,2.0,72.0,100.0,2025-11-17,Lowokwaru,Aman
"Blimbing, Malang","Turun Harga❗️  Dijual Rumah Siap Huni di Pandanwangi, Sulfat Malang  Perumahan nyaman dan aman One gate system, security 24 jam   Luas tanah 70...","Turun Harga❗️  Dijual Rumah Siap Huni di Pandanwangi, Sulfat Malang  Perumahan nyaman dan aman One gate system, security 24 jam   Luas tanah 70...",800000000.0,2.0,2.0,70.0,90.0,2025-11-17,Blimbing,Aman
"Blimbing, Malang","Dijual rumah baru gress siap huni di Pandanwangi, Sulfat, Malang  Spesifikasi:  Luas tanah : 88 m2 Dimensi : 8x11 Luas bangunan : 80 m2 2 lantai Ka...","Dijual rumah baru gress siap huni di Pandanwangi, Sulfat, Malang  Spesifikasi:  Luas tanah : 88 m2 Dimensi : 8x11 Luas bangunan : 80 m2 2 lantai Ka...",1150000000.0,3.0,2.0,88.0,80.0,2025-11-17,Blimbing,Aman
"Tidar, Malang",Spesifikasi : Luas tanah 94 m² (6mx15m) Luas bangunan 45 m² Bangunan 1 lantai - type Sienna Kamar tidur 2 Kamar mandi 1 Ruang Tamu  Dapur Carport...,Spesifikasi : Luas tanah 94 m² (6mx15m) Luas bangunan 45 m² Bangunan 1 lantai - type Sienna Kamar tidur 2 Kamar mandi 1 Ruang Tamu  Dapur Carport...,700000000.0,2.0,1.0,94.0,45.0,2025-11-17,Sukun,Aman
"Lowokwaru, Malang","Rumah Di Jalan Bunga-Bunga Lowokwaru, Malang  Luas tanah: 350 m2 Luas bangunan: 350 m2 kamar tidur: 4 kamar tidur art: 2 kamar mandi 3 lantai 2 ada...","Rumah Di Jalan Bunga-Bunga Lowokwaru, Malang  Luas tanah: 350 m2 Luas bangunan: 350 m2 kamar tidur: 4 kamar tidur art: 2 kamar mandi 3 lantai 2 ada...",3400000000.0,4.0,2.0,350.0,350.0,2025-11-17,Lowokwaru,Aman
"Klojen, Malang","Rumah Terawat di Area Buah-buahan, Klojen Malang  Dekat Kawi Selangkah dari Ijen  Luas tanah 190 m² Luas bangunan 180 m²  1.5 lantai Kamar tidur ...","Rumah Terawat di Area Buah-buahan, Klojen Malang  Dekat Kawi Selangkah dari Ijen  Luas tanah 190 m² Luas bangunan 180 m²  1.5 lantai Kamar tidur ...",2100000000.0,3.0,3.0,190.0,180.0,2025-11-17,Klojen,Aman
"Kedungkandang, Malang",Spesifikasi : Luas Tanah: 90m² Luas Bangunan: 42 m² Jumlah Kamar Tidur: 2 Jumlah Kamar Mandi: 1 Jumlah Lantai: 1  Listrik: 1300 Watt Air: artesis...,Spesifikasi : Luas Tanah: 90m² Luas Bangunan: 42 m² Jumlah Kamar Tidur: 2 Jumlah Kamar Mandi: 1 Jumlah Lantai: 1  Listrik: 1300 Watt Air: artesis...,1200000000.0,2.0,1.0,90.0,42.0,2025-11-17,Kedungkandang,Aman
"Soekarno Hatta, Malang","Tasikmadu , Soekarno Hatta Malang   Spesifikasi : Luas Tanah : 88 m2 Luas Bangunan : 72 m2 Lantai : 2 Kamar Tidur : 3 Kamar Mandi : 2 Listrik : 130...","Tasikmadu , Soekarno Hatta Malang   Spesifikasi : Luas Tanah : 88 m2 Luas Bangunan : 72 m2 Lantai : 2 Kamar Tidur : 3 Kamar Mandi : 2 Listrik : 130...",850000000.0,3.0,2.0,88.0,72.0,2025-11-17,Lowokwaru,Aman
"Tidar, Malang",Spesifikasi :  Luas Tanah : 84 m2  Luas Bangunan : 80 m2 Dimensi : 6 × 14 Lantai : 2  Kamar Tidur : 3  Kamar Mandi : 2  Air : Arthesis  Listrik : ...,Spesifikasi :  Luas Tanah : 84 m2  Luas Bangunan : 80 m2 Dimensi : 6 × 14 Lantai : 2  Kamar Tidur : 3  Kamar Mandi : 2  Air : Arthesis  Listrik : ...,1100000000.0,3.0,2.0,84.0,80.0,2025-11-17,Sukun,Aman
"Blimbing, Malang","STRATEGIS COCOK UNTUK USAHA KANTOR, TOKO, KOS-KOSAN  Spesifikasi : Bangunan baru jadi 1 tahun (full bata merah), akses rumah tinggal & ruang usaha ...","STRATEGIS COCOK UNTUK USAHA KANTOR, TOKO, KOS-KOSAN  Spesifikasi : Bangunan baru jadi 1 tahun (full bata merah), akses rumah tinggal & ruang usaha ...",2400000000.0,3.0,3.0,165.0,184.0,2025-11-17,Blimbing,Ada kata 'kos/kost' di judul
"Blimbing, Malang",Dijual Rumah! Jln. Ikan Layur  Spesifikasi : Jenis surat: SHM Tahun renov: 2022 LT : 144m² LB : 135m²  Listrik 3.500 PDAM 5 kamar tidur + 1 kamar...,Dijual Rumah! Jln. Ikan Layur  Spesifikasi : Jenis surat: SHM Tahun renov: 2022 LT : 144m² LB : 135m²  Listrik 3.500 PDAM 5 kamar tidur + 1 kamar...,1500000000.0,6.0,4.0,144.0,135.0,2025-11-17,Blimbing,Aman
"Tunggulwulung, Malang","Rukost Inden Bangun di Tunggulwulung, Malang.  For sale rukost di wilayah yang asri dengan pemandangan Lokasi dipusat kota. Properti 2 lantai berga...","Rukost Inden Bangun di Tunggulwulung, Malang.  For sale rukost di wilayah yang asri dengan pemandangan Lokasi dipusat kota. Properti 2 lantai berga...",1550000000.0,8.0,8.0,84.0,128.0,2025-11-17,Lowokwaru,Ada kata 'kos/kost' di judul
"Araya, Malang",Rumah Siap Huni di Brazia Hill Araya Luas Tanah 98m² Luas Bagunan 56m² Dimensi 7 x 14 meter Hadap Selatan Kamar Tidur 2 Kamar Mandi 1 Listrik 220...,Rumah Siap Huni di Brazia Hill Araya Luas Tanah 98m² Luas Bagunan 56m² Dimensi 7 x 14 meter Hadap Selatan Kamar Tidur 2 Kamar Mandi 1 Listrik 220...,1000000000.0,2.0,1.0,98.0,56.0,2025-11-17,Blimbing,Aman
